feature_group,original_feature,principal_component,contribution
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n20_l3_atom1,M-2H_H_O_M_atom1_PC8,-0.027051
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n20_l4_atom1,M-2H_H_O_M_atom1_PC8,0.007494
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n21_l0_atom1,M-2H_H_O_M_atom1_PC8,-0.007587
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n21_l1_atom1,M-2H_H_O_M_atom1_PC8,-0.028459
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n21_l2_atom1,M-2H_H_O_M_atom1_PC8,0.037242
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n21_l3_atom1,M-2H_H_O_M_atom1_PC8,-0.026808
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n21_l4_atom1,M-2H_H_O_M_atom1_PC8,-0.005358
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n22_l0_atom1,M-2H_H_O_M_atom1_PC8,0.012053
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n22_l1_atom1,M-2H_H_O_M_atom1_PC8,0.028136
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n22_l2_atom1,M-2H_H_O_M_atom1_PC8,0.012331
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n22_l3_atom1,M-2H_H_O_M_atom1_PC8,0.000744
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n22_l4_atom1,M-2H_H_O_M_atom1_PC8,-0.011990
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n23_l0_atom1,M-2H_H_O_M_atom1_PC8,-0.011568
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n23_l1_atom1,M-2H_H_O_M_atom1_PC8,-0.127796
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n23_l2_atom1,M-2H_H_O_M_atom1_PC8,0.145690
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n23_l3_atom1,M-2H_H_O_M_atom1_PC8,0.055109
M-2H_H_O_M_atom1,M-2H_H_O_M_n10_n23_l4_atom1,M-2H_H_O_M_atom1_PC8,-0.178803
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n20_l0_atom1,M-2H_H_O_M_atom1_PC8,0.133483
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n20_l1_atom1,M-2H_H_O_M_atom1_PC8,-0.154951
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n20_l2_atom1,M-2H_H_O_M_atom1_PC8,-0.041623
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n20_l3_atom1,M-2H_H_O_M_atom1_PC8,0.158986
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n20_l4_atom1,M-2H_H_O_M_atom1_PC8,0.034408
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n21_l0_atom1,M-2H_H_O_M_atom1_PC8,-0.049859
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n21_l1_atom1,M-2H_H_O_M_atom1_PC8,0.010625
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n21_l2_atom1,M-2H_H_O_M_atom1_PC8,0.048572
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n21_l3_atom1,M-2H_H_O_M_atom1_PC8,0.085108
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n21_l4_atom1,M-2H_H_O_M_atom1_PC8,-0.087074
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n22_l0_atom1,M-2H_H_O_M_atom1_PC8,-0.034099
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n22_l1_atom1,M-2H_H_O_M_atom1_PC8,0.120270
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n22_l2_atom1,M-2H_H_O_M_atom1_PC8,0.168034
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n22_l3_atom1,M-2H_H_O_M_atom1_PC8,-0.206020
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n22_l4_atom1,M-2H_H_O_M_atom1_PC8,-0.078578
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n23_l0_atom1,M-2H_H_O_M_atom1_PC8,0.224943
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n23_l1_atom1,M-2H_H_O_M_atom1_PC8,-0.086512
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n23_l2_atom1,M-2H_H_O_M_atom1_PC8,0.111831
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n23_l3_atom1,M-2H_H_O_M_atom1_PC8,0.101629
M-2H_H_O_M_atom1,M-2H_H_O_M_n11_n23_l4_atom1,M-2H_H_O_M_atom1_PC8,-0.263952
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n20_l0_atom1,M-2H_H_O_M_atom1_PC8,-0.038991
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n20_l1_atom1,M-2H_H_O_M_atom1_PC8,0.050547
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n20_l2_atom1,M-2H_H_O_M_atom1_PC8,0.065457
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n20_l3_atom1,M-2H_H_O_M_atom1_PC8,-0.180884
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n20_l4_atom1,M-2H_H_O_M_atom1_PC8,-0.014766
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n21_l0_atom1,M-2H_H_O_M_atom1_PC8,0.021088
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n21_l1_atom1,M-2H_H_O_M_atom1_PC8,0.079755
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n21_l2_atom1,M-2H_H_O_M_atom1_PC8,-0.098603
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n21_l3_atom1,M-2H_H_O_M_atom1_PC8,0.090210
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n21_l4_atom1,M-2H_H_O_M_atom1_PC8,-0.093059
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n22_l0_atom1,M-2H_H_O_M_atom1_PC8,0.033078
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n22_l1_atom1,M-2H_H_O_M_atom1_PC8,0.088827
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n22_l2_atom1,M-2H_H_O_M_atom1_PC8,-0.030520
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n22_l3_atom1,M-2H_H_O_M_atom1_PC8,0.033863
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n22_l4_atom1,M-2H_H_O_M_atom1_PC8,0.009958
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n23_l0_atom1,M-2H_H_O_M_atom1_PC8,-0.068181
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n23_l1_atom1,M-2H_H_O_M_atom1_PC8,0.109096
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n23_l2_atom1,M-2H_H_O_M_atom1_PC8,-0.109296
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n23_l3_atom1,M-2H_H_O_M_atom1_PC8,0.017328
M-2H_H_O_M_atom1,M-2H_H_O_M_n12_n23_l4_atom1,M-2H_H_O_M_atom1_PC8,0.110012
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n20_l0_atom1,M-2H_H_O_M_atom1_PC8,-0.151016
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n20_l1_atom1,M-2H_H_O_M_atom1_PC8,0.168498
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n20_l2_atom1,M-2H_H_O_M_atom1_PC8,0.033218
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n20_l3_atom1,M-2H_H_O_M_atom1_PC8,-0.234342
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n20_l4_atom1,M-2H_H_O_M_atom1_PC8,0.110743
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n21_l0_atom1,M-2H_H_O_M_atom1_PC8,-0.106037
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n21_l1_atom1,M-2H_H_O_M_atom1_PC8,-0.008736
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n21_l2_atom1,M-2H_H_O_M_atom1_PC8,0.158985
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n21_l3_atom1,M-2H_H_O_M_atom1_PC8,0.041018
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n21_l4_atom1,M-2H_H_O_M_atom1_PC8,-0.036330
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n22_l0_atom1,M-2H_H_O_M_atom1_PC8,-0.032044
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n22_l1_atom1,M-2H_H_O_M_atom1_PC8,0.079488
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n22_l2_atom1,M-2H_H_O_M_atom1_PC8,0.258940
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n22_l3_atom1,M-2H_H_O_M_atom1_PC8,-0.256767
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n22_l4_atom1,M-2H_H_O_M_atom1_PC8,0.033279
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n23_l0_atom1,M-2H_H_O_M_atom1_PC8,0.300621
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n23_l1_atom1,M-2H_H_O_M_atom1_PC8,-0.159767
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n23_l2_atom1,M-2H_H_O_M_atom1_PC8,0.161276
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n23_l3_atom1,M-2H_H_O_M_atom1_PC8,-0.052294
M-2H_H_O_M_atom1,M-2H_H_O_M_n13_n23_l4_atom1,M-2H_H_O_M_atom1_PC8,-0.130079
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC1,0.149801
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC1,-0.150679
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC1,0.061619
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC1,0.016608
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC1,-0.143046
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC1,0.144333
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC1,-0.055977
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC1,-0.023642
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC1,0.106056
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC1,-0.109150
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC1,0.081031
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC1,-0.059269
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC1,-0.150989
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC1,0.154179
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC1,-0.091400
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC1,0.036833
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC1,0.041620
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC1,-0.052644
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC1,-0.052522
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC1,0.122227
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC1,-0.037920
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC1,0.048100
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC1,0.045988
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC1,-0.125238
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC1,-0.042939
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC1,0.041086
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC1,-0.050219
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC1,0.053482
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC1,-0.031559
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC1,0.051490
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC1,0.081831
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC1,-0.116748
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC1,-0.127027
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC1,0.125636
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC1,-0.136647
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC1,0.140230
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC1,0.117188
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC1,-0.114144
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC1,0.142468
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC1,-0.158164
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC1,0.001187
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC1,0.000159
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC1,0.014615
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC1,-0.028088
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC1,0.129664
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC1,-0.129460
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC1,0.130527
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC1,-0.129441
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC1,0.165875
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC1,-0.165865
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC1,0.159384
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC1,-0.136906
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC1,0.142608
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC1,-0.142616
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC1,0.138247
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC1,-0.114466
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC1,0.173338
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC1,-0.173297
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC1,0.164523
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC1,-0.141288
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC1,-0.105893
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC1,0.105915
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC1,-0.104243
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC1,0.100123
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC1,0.121371
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC1,-0.121728
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC1,0.123110
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC1,-0.099190
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC1,0.099571
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC1,-0.099121
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC1,0.074182
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC1,0.000183
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC1,0.145371
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC1,-0.146059
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC1,0.152645
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC1,-0.155470
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC1,-0.072092
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC1,0.076920
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC1,-0.114842
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n13_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC1,0.111424
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC2,-0.064792
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC2,0.081078
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC2,0.075934
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC2,-0.131814
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC2,0.084310
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC2,-0.097434
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC2,-0.046120
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC2,0.112398
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC2,0.105787
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC2,-0.094523
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC2,0.154157
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC2,-0.173107
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC2,-0.066541
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC2,0.044645
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC2,-0.171689
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC2,0.197241
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC2,-0.211085
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC2,0.209670
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC2,-0.161099
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n10_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC2,0.011135
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC2,0.215154
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC2,-0.213135
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC2,0.185331
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC2,-0.045934
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC2,0.129212
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC2,-0.136873
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC2,0.086336
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC2,-0.040699
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC2,0.151714
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC2,-0.160787
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l0_atom1,M-2H_H_O_Ce_atom1_PC2,0.038696
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l1_atom1,M-2H_H_O_Ce_atom1_PC2,0.044636
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l2_atom1,M-2H_H_O_Ce_atom1_PC2,-0.075931
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l3_atom1,M-2H_H_O_Ce_atom1_PC2,0.079563
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n22_l4_atom1,M-2H_H_O_Ce_atom1_PC2,-0.041175
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l0_atom1,M-2H_H_O_Ce_atom1_PC2,0.009390
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l1_atom1,M-2H_H_O_Ce_atom1_PC2,0.166391
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l2_atom1,M-2H_H_O_Ce_atom1_PC2,-0.169212
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l3_atom1,M-2H_H_O_Ce_atom1_PC2,0.132836
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n11_n23_l4_atom1,M-2H_H_O_Ce_atom1_PC2,-0.092329
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l0_atom1,M-2H_H_O_Ce_atom1_PC2,0.123621
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l1_atom1,M-2H_H_O_Ce_atom1_PC2,-0.125910
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l2_atom1,M-2H_H_O_Ce_atom1_PC2,0.095528
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l3_atom1,M-2H_H_O_Ce_atom1_PC2,-0.058679
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n20_l4_atom1,M-2H_H_O_Ce_atom1_PC2,0.065777
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l0_atom1,M-2H_H_O_Ce_atom1_PC2,-0.064633
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l1_atom1,M-2H_H_O_Ce_atom1_PC2,0.075238
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l2_atom1,M-2H_H_O_Ce_atom1_PC2,-0.082405
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l3_atom1,M-2H_H_O_Ce_atom1_PC2,-0.026350
M-2H_H_O_Ce_atom1,M-2H_H_O_Ce_n12_n21_l4_atom1,M-2H_H_O_Ce_atom1_PC2,0.025788
